Wake-up Time (Hour),Exercise,Meditation,Breakfast,Screen Time Before Work (min),Productivity Score
6.86,No,Yes,Yes,105.6,6.9
7.54,No,Yes,No,35.4,6.8
8.19,Yes,Yes,Yes,37.9,8.7
5.5,Yes,Yes,No,106.8,7.4
5.06,No,No,No,61.9,6.5
8.68,No,No,No,1.8,5.1
6.19,Yes,No,Yes,2.3,8.9
6.96,No,Yes,No,48.5,7.6
4.55,No,Yes,No,55.7,8.0
7.89,Yes,Yes,No,37.4,8.2
9.38,No,Yes,Yes,15.1,6.6
8.54,Yes,Yes,Yes,14.4,7.2
8.37,No,Yes,No,62.2,6.0
4.51,Yes,Yes,Yes,36.0,10.0
4.62,No,Yes,Yes,107.8,7.6
6.79,No,No,No,47.8,6.3
4.83,No,Yes,No,27.4,8.3
8.24,Yes,Yes,No,56.9,8.0
8.43,Yes,Yes,No,119.0,6.1
6.33,Yes,No,No,27.0,7.7
7.61,Yes,No,Yes,93.8,6.0
8.56,Yes,No,No,76.3,5.1
5.8,Yes,Yes,No,41.4,9.5
8.95,Yes,No,No,84.9,4.2
4.54,Yes,Yes,No,75.7,9.0
7.15,Yes,Yes,Yes,29.0,8.3
5.87,No,Yes,No,96.8,7.0
6.66,Yes,Yes,No,5.3,9.2
4.75,No,No,Yes,101.2,6.9
8.47,No,Yes,No,102.5,5.7
5.48,Yes,No,Yes,114.2,7.8
9.41,Yes,Yes,No,68.3,6.1
4.87,Yes,Yes,Yes,74.7,9.6
9.04,Yes,No,Yes,113.2,4.9
9.39,Yes,Yes,No,90.9,5.7
5.74,Yes,Yes,Yes,76.9,9.2
8.36,No,Yes,No,59.9,5.6
6.29,Yes,No,Yes,111.1,6.9
5.61,No,Yes,Yes,38.6,9.1
4.98,No,Yes,No,51.4,7.7
7.81,Yes,No,No,14.2,7.2
9.1,Yes,Yes,No,119.2,4.8
6.46,No,Yes,Yes,90.5,7.7
7.39,Yes,No,No,42.9,6.8
7.32,No,No,No,43.0,5.8
5.7,No,Yes,No,23.0,8.3
7.03,Yes,No,No,26.5,6.5
5.38,Yes,No,No,104.0,7.4
7.41,Yes,Yes,Yes,52.4,8.5
5.91,Yes,Yes,Yes,42.4,10.0
6.6,No,Yes,No,93.6,6.5
5.52,Yes,No,No,70.9,7.4
8.78,No,No,No,24.8,4.4
4.85,Yes,No,No,112.9,6.8
8.55,No,No,Yes,100.3,3.5
7.97,Yes,Yes,No,92.5,7.1
7.2,Yes,Yes,No,33.9,7.4
8.33,Yes,Yes,No,0.0,8.3
9.37,Yes,Yes,Yes,27.1,7.0
4.51,No,Yes,No,87.5,7.1
7.82,Yes,Yes,Yes,89.0,7.3
6.13,No,No,No,85.5,6.0
5.41,No,No,No,44.5,7.5
8.53,Yes,Yes,No,118.2,5.3
7.81,No,Yes,Yes,9.4,8.0
5.34,No,Yes,No,93.7,7.5
4.71,Yes,Yes,No,31.8,9.8
8.3,No,Yes,No,12.3,7.3
6.35,Yes,Yes,Yes,112.0,8.4
6.81,No,Yes,Yes,110.5,7.0
8.81,No,Yes,No,32.9,5.4
6.23,No,No,No,40.3,7.1
8.78,Yes,Yes,No,84.1,6.4
6.98,No,No,Yes,45.7,6.7
8.43,No,Yes,Yes,88.1,5.6
8.69,No,No,Yes,1.4,6.0
9.35,Yes,No,Yes,52.5,6.0
8.59,No,No,Yes,65.6,4.9
4.76,Yes,Yes,No,60.6,8.9
8.5,No,Yes,Yes,66.3,5.0
8.83,No,Yes,No,18.9,5.6
8.86,No,No,No,80.7,3.9
5.75,No,Yes,Yes,75.0,8.3
9.03,Yes,Yes,Yes,1.5,8.0
5.94,No,No,No,36.8,7.1
7.61,Yes,Yes,No,40.1,7.6
8.42,No,Yes,No,34.3,6.9
6.16,No,No,No,6.8,7.2
9.22,No,No,No,77.0,3.9
7.66,Yes,No,Yes,23.9,8.0
5.01,No,Yes,Yes,33.3,8.6
9.4,No,No,Yes,8.1,5.6
5.4,Yes,Yes,Yes,116.5,8.3
8.02,Yes,No,No,50.7,6.5
5.82,No,Yes,No,24.6,8.2
5.94,No,No,Yes,78.8,7.3
7.52,Yes,No,No,9.2,7.8
5.99,Yes,Yes,No,11.0,10.0
5.84,No,Yes,Yes,1.8,9.4
7.88,No,No,No,84.8,4.8
6.06,No,Yes,No,32.5,8.2
9.23,Yes,No,Yes,12.7,7.1
8.18,No,No,Yes,106.0,4.5
7.44,No,Yes,No,84.1,5.7
4.58,Yes,No,No,70.0,7.6
9.29,Yes,No,No,47.9,5.4
7.86,No,No,No,117.2,3.7
4.54,No,No,No,52.0,6.5
8.24,No,Yes,Yes,109.7,5.4
6.67,Yes,Yes,Yes,86.8,8.3
7.69,Yes,Yes,No,29.0,7.8
8.89,No,Yes,No,88.6,4.0
5.57,Yes,No,No,32.5,8.0
6.79,Yes,No,No,87.9,7.1
4.91,No,Yes,No,114.2,7.1
8.61,Yes,Yes,Yes,111.9,5.7
8.21,Yes,Yes,Yes,88.6,7.1
9.1,Yes,No,No,70.1,4.9
6.34,Yes,No,Yes,107.4,7.4
6.77,Yes,Yes,Yes,75.6,8.6
6.71,Yes,Yes,Yes,77.9,9.0
5.96,Yes,Yes,No,53.3,8.8
4.78,Yes,No,Yes,58.9,8.3
8.32,Yes,No,No,49.2,6.6
5.3,No,No,Yes,19.3,7.7
5.43,Yes,No,No,79.7,8.1
7.93,No,No,Yes,13.3,6.5
6.05,No,No,No,30.0,6.9
7.18,No,Yes,No,42.8,6.9
8.45,No,No,No,36.9,6.1
9.26,No,No,Yes,39.2,4.8
7.03,No,Yes,No,112.9,4.9
6.46,No,Yes,No,66.4,6.8
8.79,No,Yes,Yes,81.2,5.6
8.24,No,Yes,Yes,52.7,6.6
7.87,Yes,Yes,Yes,21.5,8.4
5.33,Yes,Yes,Yes,0.2,10.0
5.31,Yes,Yes,Yes,10.0,10.0
5.71,Yes,Yes,No,42.5,9.1
7.54,No,Yes,No,29.4,6.6
5.67,No,No,No,26.3,7.9
7.58,No,Yes,Yes,66.8,6.5
7.2,No,No,Yes,83.6,5.5
5.36,Yes,No,Yes,60.0,8.8
7.66,No,Yes,Yes,63.9,6.6
5.09,Yes,No,Yes,40.5,8.9
5.53,Yes,Yes,No,47.0,9.4
6.6,No,No,No,2.2,7.7
4.85,Yes,Yes,Yes,56.9,9.8
5.77,Yes,Yes,No,1.2,10.0
8.61,Yes,Yes,Yes,101.2,6.2
6.76,No,No,No,22.0,7.4
8.91,No,No,No,56.0,3.7
6.44,No,No,No,96.4,5.9
5.52,No,Yes,No,8.0,8.9
7.21,No,Yes,No,116.2,5.1
4.87,No,No,No,45.1,7.4
6.67,Yes,No,Yes,119.7,6.6
5.6,No,Yes,Yes,42.1,8.1
6.35,Yes,Yes,Yes,55.7,9.5
4.54,No,Yes,Yes,26.1,9.0
4.53,No,No,Yes,96.5,6.8
7.24,Yes,No,Yes,8.0,8.3
8.41,Yes,Yes,No,90.2,6.7
7.86,Yes,No,Yes,74.5,6.5
5.47,Yes,Yes,No,106.8,8.6
7.49,No,No,Yes,78.5,5.8
7.39,Yes,Yes,No,75.9,7.2
5.85,No,Yes,Yes,24.3,8.7
5.57,Yes,No,Yes,51.0,8.9
5.44,Yes,Yes,No,9.2,10.0
7.8,Yes,Yes,Yes,95.5,7.0
9.2,No,No,Yes,76.4,4.0
5.85,No,No,No,22.9,7.7
5.59,No,Yes,Yes,71.4,8.1
8.57,No,Yes,Yes,93.4,4.6
4.94,No,Yes,Yes,83.9,7.6
4.66,Yes,Yes,No,31.1,9.3
7.29,No,No,No,4.7,6.6
6.12,No,Yes,Yes,107.8,6.7
9.0,No,No,No,119.5,3.1
8.72,No,Yes,No,29.9,5.3
4.97,No,Yes,No,119.9,6.7
8.53,No,Yes,Yes,103.0,4.6
4.7,Yes,Yes,No,49.3,8.7
8.42,No,Yes,Yes,67.9,6.7
5.66,Yes,Yes,Yes,1.7,10.0
4.69,Yes,No,No,100.5,7.3
7.62,Yes,Yes,Yes,103.7,7.7
8.28,No,No,No,53.1,5.6
6.45,No,Yes,No,27.5,8.4
9.15,Yes,No,Yes,41.0,5.9
9.48,Yes,No,No,117.7,4.5
8.08,Yes,No,Yes,71.2,6.5
7.87,Yes,Yes,No,81.3,6.8
7.0,No,Yes,No,82.9,7.0
5.88,No,No,Yes,18.7,8.2
7.5,No,Yes,No,21.5,7.1
7.84,Yes,Yes,No,100.5,6.6
7.55,No,Yes,No,84.0,6.2
9.3,Yes,Yes,No,64.3,5.8
7.36,Yes,No,Yes,33.2,7.9
7.46,Yes,No,No,42.6,6.2
6.62,Yes,Yes,Yes,10.1,10.0
7.8,No,Yes,No,25.3,7.5
5.48,No,No,Yes,88.5,6.4
8.51,No,Yes,No,119.7,4.0
7.61,No,No,No,116.8,4.0
8.74,Yes,No,Yes,7.5,6.4
9.38,No,No,Yes,98.0,4.1
9.19,Yes,Yes,No,10.2,6.8
5.65,Yes,Yes,Yes,56.3,9.0
5.24,Yes,No,Yes,116.8,7.9
6.7,Yes,Yes,Yes,33.4,9.4
5.66,Yes,Yes,Yes,15.6,10.0
4.81,Yes,No,No,25.3,8.5
6.21,No,No,Yes,103.8,5.5
4.91,Yes,Yes,Yes,58.1,9.8
5.19,Yes,No,Yes,69.7,7.9
7.62,No,Yes,Yes,32.8,6.9
6.8,Yes,Yes,No,36.8,8.9
6.79,Yes,Yes,No,87.0,8.3
8.81,Yes,No,No,37.7,6.1
9.45,No,No,Yes,106.7,3.4
5.48,Yes,No,No,58.7,8.1
6.92,No,No,Yes,100.6,5.8
8.8,No,No,No,48.8,4.1
6.77,Yes,Yes,Yes,91.5,8.5
5.38,No,No,No,68.1,6.7
6.95,Yes,Yes,No,77.4,7.9
7.81,No,Yes,No,16.9,6.9
5.89,No,No,No,26.2,7.1
8.63,No,No,No,34.3,5.0
9.35,Yes,Yes,Yes,68.6,6.7
6.34,Yes,No,No,10.4,8.9
8.48,No,Yes,No,21.0,6.9
5.59,Yes,No,Yes,104.9,7.2
4.5,No,Yes,No,104.5,7.1
8.25,No,Yes,No,18.2,7.0
4.97,Yes,Yes,Yes,58.3,9.4
5.54,Yes,Yes,No,28.6,9.8
8.3,Yes,Yes,Yes,18.5,8.9
9.5,No,No,Yes,92.3,3.8
8.64,Yes,Yes,Yes,20.5,7.1
7.05,Yes,Yes,No,73.8,7.4
4.75,Yes,No,No,4.2,9.1
8.7,No,Yes,Yes,19.3,6.2
5.69,Yes,No,No,6.0,8.8
7.54,Yes,Yes,No,33.7,8.1
6.46,Yes,Yes,Yes,90.1,8.0
7.89,Yes,No,No,67.9,6.4
4.83,No,No,Yes,2.3,8.8
7.12,No,Yes,No,93.0,5.3
4.65,Yes,Yes,No,115.4,7.9
7.56,Yes,Yes,Yes,81.4,8.0
8.92,No,No,Yes,88.7,3.7
5.91,No,No,Yes,115.6,5.6
8.08,No,No,No,84.7,4.9
9.45,Yes,No,No,37.4,5.3
6.71,No,No,Yes,31.3,7.2
8.67,Yes,Yes,Yes,112.3,5.9
4.81,Yes,No,No,11.1,8.9
5.25,No,No,No,116.2,5.5
7.01,Yes,No,Yes,29.6,7.8
8.26,No,No,No,90.5,4.7
9.02,Yes,Yes,Yes,98.1,5.5
5.56,Yes,Yes,Yes,79.6,9.4
8.98,Yes,No,Yes,109.1,4.9
5.86,No,Yes,Yes,22.9,8.7
6.65,No,Yes,No,99.7,6.5
7.16,Yes,No,No,34.6,6.8
7.48,No,Yes,No,52.1,5.9
7.23,No,No,Yes,108.3,4.6
8.17,Yes,Yes,Yes,79.0,8.0
7.79,No,Yes,No,107.8,5.0
4.55,Yes,No,Yes,99.2,7.4
7.38,No,Yes,No,55.7,6.7
5.57,No,Yes,No,8.1,9.1
4.66,No,Yes,Yes,79.0,7.5
5.36,Yes,Yes,Yes,68.2,9.7
9.42,No,Yes,No,31.2,5.8
6.24,Yes,Yes,No,6.0,9.4
5.63,Yes,No,Yes,73.7,8.2
6.3,Yes,Yes,Yes,98.8,8.2
6.31,Yes,Yes,Yes,96.7,7.6
6.83,No,No,No,57.9,6.6
5.61,No,Yes,No,45.7,8.5
6.42,No,No,Yes,55.1,6.7
9.16,Yes,No,Yes,14.2,7.2
7.16,Yes,No,No,3.9,7.6
5.31,Yes,No,Yes,78.8,8.4
8.07,Yes,No,Yes,8.2,7.7
7.56,Yes,Yes,Yes,112.6,6.7
7.25,Yes,No,No,48.4,7.2
7.56,No,No,Yes,44.8,5.8
5.03,No,No,No,42.6,7.0
7.88,Yes,Yes,Yes,79.0,7.0
5.28,No,No,Yes,99.3,6.0
6.6,Yes,Yes,Yes,20.2,9.8
7.01,Yes,No,No,87.8,5.9
8.93,No,No,Yes,112.1,3.9
7.68,Yes,No,Yes,75.6,6.9
7.16,Yes,No,No,81.3,6.3
8.62,No,No,No,17.6,5.3
7.2,No,Yes,No,101.4,5.2
9.08,Yes,Yes,Yes,30.1,7.6
6.04,No,No,No,68.8,5.9
4.7,Yes,No,Yes,32.6,9.3
9.33,No,Yes,No,47.4,5.2
7.86,No,No,Yes,96.7,5.4
6.5,Yes,Yes,Yes,94.0,7.9
7.52,Yes,No,Yes,79.1,6.3
9.19,Yes,Yes,Yes,21.7,7.4
7.23,No,Yes,No,50.1,6.0
6.59,Yes,Yes,Yes,90.9,8.3
5.0,Yes,Yes,Yes,2.0,10.0
5.67,No,Yes,Yes,2.8,10.0
5.18,No,No,Yes,27.8,8.3
9.13,Yes,No,Yes,50.4,5.3
7.37,No,No,Yes,47.1,5.5
7.42,Yes,No,Yes,1.4,8.2
4.7,Yes,No,No,70.6,8.2
7.22,Yes,Yes,No,33.0,8.5
6.37,Yes,Yes,No,66.0,8.5
8.53,Yes,No,Yes,26.9,6.7
9.15,Yes,Yes,No,11.4,7.6
4.92,No,Yes,No,25.3,8.1
6.96,Yes,Yes,Yes,53.1,9.0
5.31,No,No,No,68.6,6.9
8.3,No,No,Yes,18.5,6.3
5.84,Yes,Yes,Yes,43.3,9.4
4.67,No,No,Yes,47.0,7.7
5.47,No,Yes,Yes,77.0,8.2
8.98,No,Yes,Yes,35.7,5.9
5.7,No,No,No,80.7,6.6
7.87,Yes,No,No,98.9,5.3
8.19,Yes,No,Yes,43.3,7.2
4.91,Yes,Yes,Yes,119.1,8.8
8.47,No,Yes,No,79.1,6.2
5.95,Yes,Yes,No,56.1,9.0
6.15,No,Yes,Yes,67.7,7.4
9.17,Yes,No,No,82.7,5.0
8.4,No,No,No,1.9,6.8
4.7,Yes,Yes,Yes,106.8,8.4
8.33,Yes,Yes,Yes,30.4,8.3
9.4,No,No,Yes,80.9,4.5
6.12,Yes,Yes,Yes,81.2,8.8
7.38,Yes,Yes,Yes,51.5,7.9
7.96,No,Yes,Yes,28.0,7.7
5.59,Yes,No,Yes,7.2,9.5
8.75,No,No,No,5.4,5.4
6.21,Yes,Yes,Yes,57.4,9.2
4.57,Yes,Yes,No,9.8,9.9
6.63,No,No,No,65.8,5.8
5.98,Yes,Yes,No,79.7,9.0
7.38,Yes,No,Yes,67.7,6.4
4.95,No,Yes,Yes,72.1,8.4
6.53,No,Yes,No,17.2,8.0
7.13,Yes,No,Yes,83.7,7.0
7.88,No,Yes,Yes,81.6,6.3
4.51,Yes,No,Yes,32.6,9.1
7.67,Yes,No,No,71.2,6.3
6.12,Yes,Yes,Yes,79.8,8.2
4.97,No,No,Yes,99.8,6.8
7.75,Yes,Yes,No,12.4,8.8
5.09,Yes,No,No,0.0,9.2
5.77,No,Yes,No,1.5,9.3
9.29,No,No,No,67.9,3.9
4.93,Yes,Yes,No,65.9,8.7
5.7,No,No,No,11.4,7.6
4.98,Yes,Yes,No,21.2,10.0
8.87,Yes,No,No,119.5,4.4
6.13,Yes,No,No,36.7,8.1
7.91,No,No,No,37.8,5.3
7.66,No,Yes,Yes,15.4,7.9
8.0,Yes,Yes,No,90.4,7.3
7.6,No,No,No,22.4,5.6
5.92,Yes,Yes,Yes,53.2,9.5
5.13,No,Yes,No,115.6,6.4
7.43,No,Yes,No,65.0,5.5
5.03,No,No,Yes,70.3,7.1
5.67,Yes,No,No,76.5,7.4
6.99,Yes,No,No,82.7,6.7
7.57,No,Yes,Yes,107.8,6.0
8.15,Yes,No,Yes,43.8,7.4
5.45,No,No,No,84.2,6.3
6.29,No,No,No,109.4,4.7
6.08,No,No,Yes,6.8,8.1
8.01,No,Yes,Yes,39.8,7.1
8.28,Yes,Yes,Yes,54.5,8.0
5.1,No,Yes,No,70.1,7.6
4.81,No,No,Yes,40.7,7.7
5.31,No,Yes,No,79.0,7.5
6.27,No,No,Yes,48.1,6.6
8.92,Yes,No,Yes,49.8,6.1
6.71,No,Yes,Yes,77.8,7.5
9.2,No,Yes,Yes,77.9,5.0
6.89,Yes,No,Yes,72.2,7.7
6.19,No,Yes,No,15.2,7.8
8.17,Yes,No,Yes,25.1,7.6
7.48,Yes,Yes,Yes,104.6,7.4
7.2,No,No,No,9.5,6.4
9.04,No,No,Yes,47.6,4.6
5.22,No,No,Yes,18.2,8.1
7.48,Yes,No,No,9.7,8.0
7.43,Yes,No,Yes,99.4,5.9
7.65,Yes,Yes,Yes,99.4,7.7
5.12,No,Yes,Yes,105.0,7.2
8.11,No,No,No,4.8,6.3
7.08,Yes,Yes,No,69.7,7.6
8.55,Yes,No,No,114.1,4.4
4.93,No,No,No,97.7,5.7
5.16,Yes,Yes,No,52.8,8.7
7.5,No,No,Yes,108.3,4.6
5.58,No,No,No,53.1,6.4
8.6,No,Yes,No,99.2,4.1
8.5,Yes,No,No,66.6,5.5
8.42,No,No,Yes,71.8,5.4
9.29,No,No,No,64.9,4.1
5.6,No,No,No,75.1,6.5
5.42,Yes,Yes,No,7.2,10.0
5.63,No,No,No,80.0,5.9
6.71,Yes,Yes,No,19.6,9.0
4.76,No,No,No,47.7,7.0
6.92,Yes,No,No,45.9,7.6
7.03,No,Yes,No,7.4,7.2
7.33,Yes,Yes,Yes,105.4,6.8
4.99,No,No,No,5.3,7.6
7.21,Yes,Yes,No,77.5,7.4
5.98,Yes,No,Yes,9.3,9.0
5.12,No,Yes,No,62.2,7.5
9.45,Yes,No,No,82.1,4.7
6.41,No,No,No,66.6,5.7
4.52,No,No,No,80.5,6.5
6.55,No,No,Yes,58.8,6.7
4.62,No,No,Yes,40.2,7.3
4.99,No,Yes,No,114.8,6.9
6.08,No,No,No,47.2,6.3
4.98,No,No,Yes,21.5,8.3
7.89,No,No,No,65.6,5.1
9.11,No,Yes,No,8.7,5.9
8.41,Yes,Yes,No,119.1,6.6
5.62,No,No,No,47.9,6.9
9.39,Yes,Yes,Yes,21.7,7.9
6.6,No,Yes,Yes,69.4,8.0
8.83,Yes,Yes,No,7.2,7.3
7.24,No,No,Yes,48.3,6.0
9.48,No,Yes,No,16.2,5.9
5.17,No,No,Yes,19.0,8.6
8.9,No,No,No,108.8,3.5
5.54,Yes,Yes,Yes,42.7,9.9
6.29,No,No,Yes,71.3,6.6
5.31,Yes,No,Yes,56.6,8.7
5.55,Yes,No,No,89.1,7.0
8.4,Yes,Yes,No,67.7,7.4
8.48,Yes,Yes,No,88.2,6.6
5.81,No,Yes,No,50.3,8.0
5.94,Yes,Yes,No,0.8,10.0
4.62,Yes,Yes,Yes,70.2,9.3
4.96,No,No,Yes,75.1,7.0
6.54,Yes,Yes,Yes,62.6,8.5
8.81,No,Yes,Yes,69.3,5.6
8.55,Yes,No,No,51.6,6.0
7.36,Yes,No,No,21.7,6.9
5.73,Yes,Yes,Yes,36.8,10.0
7.58,Yes,Yes,No,9.8,8.2
5.57,Yes,No,Yes,34.0,9.3
4.57,No,Yes,Yes,77.9,8.2
9.16,Yes,Yes,No,2.4,7.4
7.32,Yes,No,Yes,79.6,7.1
9.48,No,Yes,Yes,86.4,5.3
4.75,No,Yes,No,27.7,8.3
5.6,No,No,No,16.6,8.0
7.0,Yes,No,No,81.0,7.2
8.3,No,No,Yes,37.5,6.1
5.55,Yes,No,Yes,117.2,7.8
6.02,Yes,Yes,Yes,93.8,9.0
6.47,No,No,Yes,15.7,7.8
8.15,No,Yes,Yes,69.0,6.4
6.06,Yes,No,No,51.3,8.0
5.66,Yes,Yes,No,48.6,9.3
9.05,No,No,Yes,44.4,5.1
8.98,No,No,No,101.5,2.9
9.28,No,No,Yes,45.2,4.7
4.81,Yes,Yes,Yes,58.3,9.1
8.54,No,Yes,No,105.1,4.4
8.79,Yes,No,Yes,91.8,5.2
9.23,Yes,No,No,81.9,4.8
7.73,Yes,No,Yes,61.3,6.6
8.51,Yes,No,Yes,103.4,5.2
6.14,Yes,Yes,No,79.5,8.8
6.06,Yes,No,Yes,103.0,7.1
8.21,Yes,Yes,No,81.3,6.8
4.77,Yes,No,Yes,86.1,8.3
6.42,No,Yes,Yes,20.2,8.8
5.45,Yes,No,Yes,86.4,8.1
6.8,No,Yes,No,99.4,6.8
5.03,Yes,No,Yes,100.7,7.9
6.31,Yes,No,No,105.5,6.3
6.54,Yes,No,Yes,106.4,7.3
7.9,Yes,No,Yes,75.8,6.3
9.21,Yes,No,Yes,35.8,6.3
5.2,Yes,Yes,Yes,1.3,10.0
6.29,Yes,Yes,Yes,41.3,9.8
7.03,Yes,No,Yes,60.9,7.3
5.75,No,Yes,Yes,8.8,9.5
6.58,No,Yes,Yes,50.7,7.8
8.6,Yes,Yes,Yes,77.8,6.1
8.26,Yes,No,Yes,61.5,7.0
9.48,No,No,No,52.2,4.6
6.23,No,Yes,No,6.6,8.2
5.6,No,Yes,Yes,0.0,10.0
8.21,Yes,Yes,No,20.1,8.2
9.14,Yes,Yes,Yes,51.7,6.6
6.37,No,Yes,Yes,74.6,7.1
4.68,Yes,Yes,No,119.3,7.1
4.69,Yes,No,Yes,47.0,8.8
6.72,No,Yes,Yes,81.1,7.7
8.83,Yes,Yes,Yes,1.2,8.6
6.92,Yes,No,Yes,118.4,6.7
7.19,No,Yes,Yes,119.1,5.3
8.03,Yes,Yes,Yes,41.5,7.8
8.59,No,Yes,No,40.5,5.1
6.04,No,Yes,Yes,28.9,7.9
5.44,No,Yes,No,66.7,7.4
6.38,No,Yes,No,105.1,6.5
6.15,No,No,No,12.8,7.7
4.8,No,No,Yes,35.7,7.6
6.1,No,No,No,19.7,7.4
5.11,Yes,No,Yes,76.2,7.5
9.05,No,No,No,22.8,5.1
7.22,Yes,Yes,Yes,9.3,9.5
5.34,No,Yes,Yes,102.5,7.2
8.35,No,No,No,112.2,4.6
8.6,Yes,No,Yes,106.6,4.5
5.94,Yes,Yes,Yes,45.2,9.4
7.96,No,No,No,20.1,5.9
7.02,Yes,No,No,95.6,6.0
5.28,Yes,No,No,65.6,7.6
6.57,Yes,No,No,4.8,9.0
9.27,Yes,No,No,42.3,5.1
6.46,Yes,Yes,No,113.7,6.9
9.41,No,No,No,45.8,4.6
6.21,Yes,Yes,No,75.3,8.3
9.09,Yes,Yes,No,106.5,5.1
6.17,No,No,Yes,37.6,7.4
6.28,Yes,Yes,No,17.8,9.4
5.16,No,Yes,Yes,23.6,8.7
7.71,Yes,No,Yes,72.1,6.7
8.62,No,Yes,Yes,24.5,6.6
5.4,Yes,No,No,13.2,9.0
7.92,Yes,Yes,Yes,3.0,8.8
7.55,No,Yes,No,28.9,6.4
5.24,No,No,Yes,35.8,7.3
9.05,Yes,Yes,No,0.7,7.2
9.13,No,Yes,Yes,19.4,6.3
8.21,No,Yes,Yes,65.6,6.8
7.17,No,No,No,23.5,5.7
9.08,Yes,No,Yes,39.3,6.4
6.19,No,No,No,114.2,5.4
7.49,Yes,No,Yes,105.7,5.6
6.83,No,No,Yes,27.2,7.7
9.1,Yes,No,Yes,50.9,6.4
6.72,Yes,No,No,58.7,7.9
7.34,Yes,Yes,Yes,91.5,7.4
8.74,No,Yes,Yes,43.6,6.5
7.62,Yes,No,No,89.0,6.4
6.48,Yes,Yes,No,6.2,9.6
8.24,Yes,Yes,No,42.8,8.0
7.23,No,Yes,No,24.5,7.2
6.91,No,Yes,Yes,25.9,8.9
9.29,No,Yes,Yes,51.3,6.1
7.13,No,No,Yes,84.9,5.0
6.73,No,No,Yes,14.8,7.4
4.5,Yes,Yes,Yes,4.7,10.0
8.7,No,No,No,66.1,3.6
8.14,No,Yes,Yes,72.0,6.9
9.38,No,Yes,No,68.8,5.0
4.84,No,Yes,Yes,107.7,6.9
8.58,Yes,Yes,Yes,71.7,6.8
6.2,Yes,Yes,Yes,104.4,8.3
5.41,No,Yes,Yes,51.6,8.5
7.18,No,Yes,Yes,76.2,6.0
4.71,No,No,Yes,38.6,7.8
8.79,No,No,Yes,80.0,4.1
9.27,Yes,No,No,86.3,5.0
5.79,Yes,No,No,6.3,8.9
6.01,Yes,Yes,No,63.9,8.2
6.4,Yes,Yes,No,74.1,9.0
8.31,No,Yes,Yes,71.0,6.6
7.62,No,Yes,No,72.3,6.0
6.17,No,No,No,62.3,5.9
8.53,Yes,Yes,Yes,22.3,7.5
6.69,Yes,Yes,No,33.2,9.5
9.11,No,Yes,No,60.3,5.2
4.68,No,No,Yes,57.0,7.1
9.1,No,Yes,Yes,1.4,7.0
6.93,Yes,Yes,Yes,10.2,10.0
5.68,No,No,Yes,58.0,7.2
4.87,Yes,No,Yes,12.7,9.4
5.47,Yes,No,Yes,60.6,8.2
7.38,No,No,Yes,14.3,6.2
4.76,Yes,No,No,100.1,6.5
6.69,Yes,No,No,101.3,6.4
4.7,No,No,Yes,53.9,7.5
7.35,Yes,No,No,39.9,6.4
6.33,No,Yes,Yes,11.9,9.3
9.35,Yes,No,No,103.8,4.6
5.93,No,No,Yes,75.7,6.9
6.91,Yes,Yes,Yes,90.9,8.6
4.78,No,Yes,Yes,58.3,8.6
7.23,Yes,No,Yes,30.0,7.9
7.3,Yes,No,No,61.8,5.8
9.32,No,Yes,No,45.2,5.0
7.92,No,Yes,Yes,111.9,5.3
7.41,Yes,Yes,No,92.0,7.1
9.0,No,Yes,Yes,74.8,4.9
5.51,Yes,Yes,No,109.1,8.0
5.42,No,No,No,90.8,6.1
5.63,No,No,Yes,74.0,6.5
6.13,No,Yes,Yes,56.2,8.2
5.55,No,Yes,No,15.6,8.8
6.63,No,Yes,Yes,67.8,6.9
6.73,Yes,Yes,Yes,98.0,8.3
9.07,Yes,Yes,Yes,46.6,7.5
8.26,No,Yes,No,113.0,5.1
9.19,No,Yes,No,33.1,5.7
8.33,Yes,No,Yes,111.5,6.1
8.19,Yes,Yes,No,7.7,8.3
9.41,Yes,No,No,77.1,5.5
6.39,Yes,Yes,Yes,96.2,8.0
9.24,No,Yes,Yes,26.3,6.4
6.47,Yes,Yes,No,73.0,8.0
4.79,Yes,Yes,Yes,36.0,9.7
6.5,Yes,No,Yes,6.9,9.5
5.26,Yes,No,Yes,71.7,8.3
8.01,Yes,Yes,No,49.3,7.7
7.81,No,No,Yes,4.6,6.8
9.4,No,No,No,50.5,4.2
9.05,No,No,No,86.1,3.6
8.49,No,Yes,No,103.7,5.3
6.43,Yes,Yes,Yes,116.0,8.1
6.9,Yes,No,Yes,8.3,9.0
8.89,No,Yes,Yes,24.5,6.5
4.77,Yes,No,Yes,116.6,7.1
6.85,No,No,No,102.9,5.2
5.46,No,No,No,15.5,7.5
8.4,No,No,Yes,56.6,5.5
5.33,Yes,Yes,No,39.9,10.0
6.93,Yes,Yes,Yes,21.5,10.0
9.42,Yes,No,No,6.0,6.4
5.91,No,Yes,Yes,22.1,8.4
8.37,Yes,No,Yes,16.1,8.0
6.64,Yes,Yes,No,3.3,9.9
8.97,Yes,No,No,51.9,5.5
6.45,Yes,No,Yes,106.5,7.1
7.58,No,Yes,No,111.2,5.4
6.76,No,No,Yes,33.4,7.8
5.21,Yes,Yes,Yes,69.6,9.0
9.49,No,No,No,6.6,5.2
4.91,Yes,No,No,18.5,8.8
